Column1,EPISODE_ID,EVENT_ID,STATE,YEAR,MONTH_NAME,EVENT_TYPE,END_DATE_TIME,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,FLOOD_CAUSE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
50826,159997,970702,SOUTH CAROLINA,2021,August,Tornado,8/17/21 16:43,,,NWS Storm Survey,,WNW,JAMISON,3,JAMISON,33.59,-80.8721,33.603,-80.872,"Remnants of Tropical Storm Fred, which became Tropical Depression Fred, tracked NE through northern Georgia into the Upstate South Carolina. The system provided enough rotation to develop a few tornadoes across the Midlands. A rain band compromised of showers and thunderstorms moved north-northeast across central South Carolina during the afternoon of the 17th. A second band moved through during the evening of the 17th. These bands spawned a total of 5 tornadoes across central South Carolina.","The National Weather Service storm survey confirmed a low-end EF1|tornado just north-northwest of the City of Orangeburg. The tornado|had a path length just under 1 mile, a width that ranged from 25 to|50 yards, peak winds of 88 mph, and was on the ground for approximately|3 minutes.||The tornado touched down along Virginia Drive, just off of Columbia Road,|and moved north. The tornado snapped two small pine trees about 20 feet|off of the ground. The tornado continued northward toward the intersection|of Farnum Road and Columbia Road. The tornado downed several large limbs,|uprooted a couple of trees and removed a few shingles and some flashing|from Bethel Church. The tornado then uprooted a couple of trees and downed|a few large branches at a farm along the northbound side of Columbia Road.|Some of the large branches damaged a vinyl fence along the roadway. The|strong winds from the tornado removed some of the fence caps and blew them|across the highway to the southbound side. The tornado continued northward|and snapped a small tree and downed multiple small and large limbs at the|intersection of Columbia Road and New Hope Road. The tornado dissipated|after crossing New Hope Road before reaching Widgeon Road. Other than the|minor damage to the church and fencing, there was no damage to any|structures along the path.",CSV
50870,161563,976460,PENNSYLVANIA,2021,August,Tornado,8/18/21 11:47,20.00K,0.00K,Trained Spotter,,SW,VALLEY VIEW,0,VALLEY VIEW,40.6474,-76.5331,40.6479,-76.5332,"An EF-0 tornado briefly touched down in Valley View during the early afternoon of August 18, 2021. The tornado had estimated peak winds near 65 mph, a path length of 75 yards and a maximum path width of 10 yards.","An EF-0 tornado briefly touched down in Valley View during the early afternoon of August 18, 2021. The tornado touched down near the intersection of West Main Street and Broad street before tracking northward for about 75 yards into an apple orchard. The roofs of a few nearby homes were damaged. The tornado had maximum winds near 65 mph and a maximum path width of 10 yards.",CSV
51053,162681,982262,NORTH CAROLINA,2021,August,Tornado,8/17/21 10:22,10.00K,0.00K,NWS Storm Survey,,S,SCOTTS,2,SCOTTS,35.804,-81.022,35.846,-81.052,"Tropical Storm Fred made landfall in the Florida Panhandle on the 16th and lifted steadily north through Georgia and into the southern Appalachians during the 16th and throughout the 17th. Tropical moisture and strong southeast upslope flow into the Blue Ridge mountains resulted in widespread showers and some thunderstorms producing extremely heavy rainfall rates. By the time the rain tapered off by the end of the 17th, 24-hour rainfall amounts of 5-12 inches were reported across portions of the mountains and foothills. This was in addition to a small area of 5-10 inch amounts that fell across portions of the southern North Carolina mountains during the morning of the 16th. The result of this rainfall was significant to catastrophic flash flooding across portions of the French Broad and Pigeon River basins, including some of the worst flooding to impact these areas in almost 20 years. The most severe flooding occurred in portions of southern and central Haywood County, where a number of fatalities and hundreds of millions of dollars and damage occurred. In addition, a brief tornado touched down in Iredell County and tracked into Alexander County.","NWS storm survey found the path of an EF1 tornado that developed in western Iredell County along Massey Deal Rd, just west of Old Mountain Rd. The tornado tracked north-northwest, crossing Miracle Farm Rd and Lindsey Farm Rd before crossing into Alexander County near Smith Farm Rd south of Stony Point. Damage was almost entirely limited to uprooted hardwoods and snapped softwoods, with the most significant damage being a stand of pine trees on Waugh Farm Rd that were snapped as high as 20 feet above the ground. A couple of homes did receive very minor structural damage.",CSV
51143,159997,970705,SOUTH CAROLINA,2021,August,Tornado,8/17/21 14:43,,,NWS Storm Survey,,SW,RIDGE RD XRDS,3,RIDGE RD XRDS,33.9713,-81.4971,34.0338,-81.4956,"Remnants of Tropical Storm Fred, which became Tropical Depression Fred, tracked NE through northern Georgia into the Upstate South Carolina. The system provided enough rotation to develop a few tornadoes across the Midlands. A rain band compromised of showers and thunderstorms moved north-northeast across central South Carolina during the afternoon of the 17th. A second band moved through during the evening of the 17th. These bands spawned a total of 5 tornadoes across central South Carolina.","A National Weather Service storm survey team confirmed an EF0 tornado,|with peak wind speeds of 75 mph, north of Leesville in|Lexington County, SC, near the Saluda County border. The tornado|produced sporadic and mainly minor tree damage as it moved|northward from near Derrick Hollow Road to near Holley Ferry Road|and Highway 378.||Drone video provided to the National Weather Service confirms this|tornado, which was ongoing at the same time as a tornado just to its|east.",CSV
51144,159997,970707,SOUTH CAROLINA,2021,August,Tornado,8/17/21 19:48,,,NWS Storm Survey,,ESE,MT WILLING,5,MT WILLING,33.9777,-81.5821,33.9785,-81.5809,"Remnants of Tropical Storm Fred, which became Tropical Depression Fred, tracked NE through northern Georgia into the Upstate South Carolina. The system provided enough rotation to develop a few tornadoes across the Midlands. A rain band compromised of showers and thunderstorms moved north-northeast across central South Carolina during the afternoon of the 17th. A second band moved through during the evening of the 17th. These bands spawned a total of 5 tornadoes across central South Carolina.","A National Weather Service storm survey team confirmed a very|weak EF0 tornado, with peak winds of 65 mph, north of Holtson|Crossroads in Saluda County, SC.||The tornado very briefly touched down near the intersection of|Double Bridges Road and West Creek Road, where it snapped a couple|of trees. The survey team was not able to confirm any additional|damage in the immediate vicinity due to a lack of access from the|ground. However, it appears that the damage did not extend to homes on|Rabbit Lane to the east.",CSV
51214,162217,979321,NORTH CAROLINA,2021,August,Tornado,8/1/21 11:18,10.00K,0.00K,NWS Storm Survey,,ENE,POPLAR BRANCH,4,POPLAR BRANCH,36.2951,-75.8094,36.2881,-75.8059,Scattered severe thunderstorms along a frontal boundary produced damaging winds and one weak tornado across portions of northeast North Carolina.,"A tornado touched down along the intersection of the Currituck Sound adjacent to the Currituck Club golf course. The tornado tracked south southeast along the 7th and 8th holes of the golf course and uprooted large trees and snapped numerous limbs. The tornado lifted shortly before crossing the intersection of Hunt Club Drive and Trumpeter Swan Court, but not before knocking down several large trees and ripping some shingles off of a house on Trumpeter Swan Court.",CSV
51357,162681,982263,NORTH CAROLINA,2021,August,Tornado,8/17/21 10:25,5.00K,0.00K,NWS Storm Survey,,S,STONY PT,1,STONY PT,35.846,-81.052,35.868,-81.067,"Tropical Storm Fred made landfall in the Florida Panhandle on the 16th and lifted steadily north through Georgia and into the southern Appalachians during the 16th and throughout the 17th. Tropical moisture and strong southeast upslope flow into the Blue Ridge mountains resulted in widespread showers and some thunderstorms producing extremely heavy rainfall rates. By the time the rain tapered off by the end of the 17th, 24-hour rainfall amounts of 5-12 inches were reported across portions of the mountains and foothills. This was in addition to a small area of 5-10 inch amounts that fell across portions of the southern North Carolina mountains during the morning of the 16th. The result of this rainfall was significant to catastrophic flash flooding across portions of the French Broad and Pigeon River basins, including some of the worst flooding to impact these areas in almost 20 years. The most severe flooding occurred in portions of southern and central Haywood County, where a number of fatalities and hundreds of millions of dollars and damage occurred. In addition, a brief tornado touched down in Iredell County and tracked into Alexander County.",NWS storm survey determined a tornado that began in western Iredell County crossed into Alexander County near Smith Farm Rd south of Stony Point. Damage was almost entirely limited to uprooted hardwoods and snapped softwoods. A couple of homes did receive very minor structural damage. The tornado appeared to lift near Lentz Rd just west of Highway 64.,CSV
51477,161564,976463,PENNSYLVANIA,2021,August,Tornado,8/18/21 15:36,4.00K,0.00K,NWS Storm Survey,,W,KREAMER,2,KREAMER,40.798,-76.991,40.806,-76.991,"An EF-0 tornado touched down near Kreamer during the late afternoon of August 18, 2021. The tornado had estimated peak winds near 70 mph, a path length of around a half a mile, and a maximum path width of 15 yards.","An EF-0 tornado touched down near Kreamer during the late afternoon of August 18, 2021. The tornado touched down near the Middleburg Livestock Auction barn along Route 522 and tacked northward for approximately half a mile before lifting near the intersection of Globe Mills Road and West Hollow Road. A tree fell onto a fence on the wet side of the barn and a horse trailer was flipped on its side. A convergence wind signature was also found in a cornfield, and some trees were damaged near the end of the tornado path. The tornado had maximum winds near 70 mph, a path length of around a half a mile and a maximum path width of 15 yards.",CSV
51478,161565,976670,PENNSYLVANIA,2021,August,Tornado,8/18/21 17:37,20.00K,0.00K,NWS Storm Survey,,W,WAYNESVILLE,3,MILLERSBURG,40.4506,-76.9074,40.5241,-76.8779,"An EF-1 tornado touched down east of Halifax during the early evening of August 18, 2021. The tornado had estimated peak winds near 105 mph, a path length of around 5.5 miles, and a maximum path width of 150 yards.","The tornado began west of the intersection of Parmer Drive and Price Road in Halifax Township, where it tore off a few foot section of the roof of a barn. The path then continued north to northeast, crossing Powells Valley Road. A row of trees was knocked down in a circular (counterclockwise) pattern, with a densely populated grove of trees being snapped and uprooted in varying directions to the east of that location. This is where the EF-1 damage began, with an estimated peak wind speed of 105 mph. Farther northeast and north of Hoover Lane, another grove of trees was snapped and knocked down in numerous directions. This was the end of the EF-1 caliber damage, with the tornado continuing to track northeast producing EF-0 intensity damage. Just north of Ridge Road and west of Hershey Road, a wheat field had several individual plants flattened. Just north of that wheat field, the tornado briefly weakened. The tornado then reintensified as it moved across Millwood Drive, where several trees were uprooted.  The tornado then lifted as it moved north of Millwood Drive.",CSV
51746,161566,976673,PENNSYLVANIA,2021,August,Tornado,8/18/21 19:37,20.00K,0.00K,NWS Storm Survey,,SSW,ADAMSVILLE,1,ADAMSVILLE,39.856,-76.627,39.863,-76.618,"An EF-0 tornado touched down near Winterstown during the evening of August 18, 2021. The tornado had estimated peak winds near 85 mph, a path length of around 0.7 miles, and a maximum path width of 125 yards.","An EF-0 tornado touched down near Winterstown during the evening of August 18, 2021. The tornado had estimated peak winds near 85 mph, a path length of around 0.7 miles, and a maximum path width of 125 yards. The tornado touched down south of List Road and tracked northeastward across Main Street before lifting just south of Pleasant View Road in North Hopewell Township/Winterstown Borough. Damage consisted of one to two dozen snapped/uprooted trees (mostly softwood pines) with some tops sheared off. Some of the tree tops were lofted 25 to 45 yards. Two homes along the path received minor damage to siding, and a wooden swing set was damaged.",CSV
51747,161567,976677,PENNSYLVANIA,2021,August,Tornado,8/18/21 14:18,6.00K,0.00K,NWS Storm Survey,,NE,HAMPTON,1,HAMPTON,39.9391,-77.0619,39.9477,-77.0585,"An EF-0 tornado touched down west of East Berlin during the afternoon of August 18, 2021. The tornado had estimated peak winds near 65 mph, a path length of around 0.6 miles, and a maximum path width of 75 yards.","An EF-0 tornado touched down west of East Berlin during the afternoon of August 18, 2021. The tornado had estimated peak winds near 65 mph, a path length of around 0.6 miles, and a maximum path width of 75 yards. The tornado began near the Reading Township Municipal Building on Church Street, where a few trees were downed and several large branches were snapped. Debris was lying in a convergent pattern along the northeastward track. The tornado continued northeastward along or just west of Church Road. Some corn crop along Church Road was damaged, lying northwestward toward the tornado track.",CSV
52628,162786,983078,NORTH DAKOTA,2021,August,Tornado,8/9/21 19:35,,,Storm Chaser,,NW,JESSIE,3,JESSIE,47.56,-98.28,47.56,-98.2745,"Severe thunderstorms formed during the late afternoon and early evening, extending into the overnight period. Damaging wind gusts, large hail, and tornadoes were all reported through the course of the event.",A brief touchdown was noted and recorded on video between 834 and 835 pm CDT. The touchdown occurred over an open field as the storm quickly became ran wrapped. Additional brief touchdown may have occurred later in the east-northeastward path.,CSV
52782,163334,986029,OHIO,2021,October,Tornado,10/15/21 14:49,,,NWS Storm Survey,,NNW,VICKERY,2,TEEMS,41.3896,-82.936,41.3985,-82.8632,"A stationary front extended northeastward from the Lower Ohio Valley to western and north-central Ohio, central and eastern Lake Erie, and western New York during the late morning through early evening of the 15th. Simultaneously, one low moved along the front from central Indiana to central Lake Erie. Increased surface convergence along the front, ahead of the aforementioned low, allowed an ongoing cluster of multicell thunderstorms to persist northeastward as the storms encountered moderate MUCAPE and effective bulk shear, respectively, in northwest and north-central Ohio during the early to mid-afternoon. ||The surface front and associated horizontal wind shear were probably a rich source of surface-based vertical vorticity. Surface-based effective storm-relative helicity of 100 to about 150 meters squared per second squared and low mixed layer LCL heights near 750 meters AGL resided along the front. All these factors indicated a favorable environment for tornadoes. As the multicell storms paralleled the front, one cell managed to produce a tornado as its updraft ingested preexisting surface-based vertical vorticity, stretched the surface-based vertical vorticity to tornado-strength via low-level convergence, and then advected the vorticity upward.","This EF0 tornado had estimated maximum winds of 85 mph. The tornado began about 300 feet west of North Vickery Road and 1200 feet north of Whitmore Road in Vickery, OH, where a spiraling pattern was found in a field. As the tornado moved east-northeastward, it damaged a residential property on North Vickery Road. Shingles and plywood were blown off the house, a wooden deck was displaced by several feet, a detached garage was moved from its foundation, and several trees were uprooted. Debris were scattered about 1200 feet ENE of the damaged home into an open field. The tornado tracked farther east-northeastward and caused additional damage along Pickle Street, where several large tree limbs were downed and a gutter and TV antenna sustained minor damage. Farther to the east-northeast, trees were downed and a spiraling pattern was noted in a corn field along County Road 249 before the tornado ended.",CSV
52807,163587,987670,PENNSYLVANIA,2021,October,Tornado,10/16/21 7:09,150.00K,750.00K,NWS Storm Survey,,NE,SIGEL,6,MUNDERF,41.352,-79.046,41.357,-79.0371,"A lone supercell, that advanced along a cold front, formed in the early morning hours of October 16th. This cell had a history of tornadoes before tracking into eastern Ohio and western PA. The supercell was located near a mesoscale low and/or mesoscale vortex, which supported locally enhanced helicity. Furthermore, this cell was in an area of relatively stronger low-level instability. Surface dew points were favorable, low/mid 60s, prior to touch down and there were backed surface winds.","The National Weather Service in Pittsburgh conducted a tornado survey along the Clarion River that straddles Jefferson and Elk County. ||A weak EF0 tornado moved north northeast shortly after daybreak on Saturday October 16th. This resulted in damage to softwood and hardwood trees along the Jefferson County side of the Clarion River along State Route 949. More significant damage (EF1) was observed on the Elk County side, along River Road. The tornado lifted just prior to reaching Bridge Road. Estimated Maximum Wind Speed...85 mph.||Estimated cost of damage was provided by the county emergency manager.",CSV
52817,162630,982004,OKLAHOMA,2021,October,Tornado,10/10/21 22:47,15.00K,0.00K,NWS Storm Survey,,N,GORE,6,BLACKGUM,35.601,-95.127,35.634,-95.101,"Severe thunderstorms developed across central Oklahoma during the afternoon of the 10th, along a cold front that was moving into the area. These storms moved eastward and across eastern Oklahoma during the evening. In response to a strong upper level disturbance translating into the Southern Plains, wind fields as well as wind shear strengthened considerably during the evening across eastern Oklahoma ahead of the approaching thunderstorms. The very strong wind shear combined with moderately strong instability that existed across the area, resulted in some supercell thunderstorms, as well as the eventual evolution of a squall line. One of the supercells produced a tornado, and the squall line produced several tornadoes as it moved through eastern Oklahoma. Large hail up to two inches in diameter, and damaging wind gusts also occurred from these thunderstorms.","This is the second segment of a two segment tornado. The tornado moved into Sequoyah County near the intersection of the county line and Highway 10A, where trees were snapped and uprooted, outbuildings were destroyed, and homes were damaged. It moved northeast snapping large tree limbs across the E965 Road and the E956 Road, before dissipating just south of the Cherokee County line, northwest of Paradise Hill. Based on this damage, maximum estimated wind in this segment of the tornado was 100 to 110 mph.",CSV
52848,163983,989963,SOUTH DAKOTA,2021,October,Tornado,10/13/21 14:26,,,Public,,ENE,WILMOT,6,WILMOT,45.44,-96.76,45.4415,-96.7576,"An intense surface low pressure area produced several tornadoes in central and northeast South Dakota. These tornadoes were associated with a rare October line of thunderstorms that developed along a front. The tornadoes primarily occurred between 3:00 and 4:30 pm in Roberts County, South Dakota. A wake low developed behind the thunderstorms, with 55 to 60 mph gusts reported in central South Dakota.",A tornado touched down briefly.,CSV
52849,163983,989968,SOUTH DAKOTA,2021,October,Tornado,10/13/21 14:08,,,Trained Spotter,,S,GOODWILL,6,PEEVER,45.46,-97.1,45.4805,-97.0613,"An intense surface low pressure area produced several tornadoes in central and northeast South Dakota. These tornadoes were associated with a rare October line of thunderstorms that developed along a front. The tornadoes primarily occurred between 3:00 and 4:30 pm in Roberts County, South Dakota. A wake low developed behind the thunderstorms, with 55 to 60 mph gusts reported in central South Dakota.",A trained spotter reported a tornado lasting about 5 minutes.,CSV
52850,163983,989970,SOUTH DAKOTA,2021,October,Tornado,10/13/21 14:31,,,Trained Spotter,,ENE,CORONA,10,CORONA,45.3985,-96.5952,45.3993,-96.5938,"An intense surface low pressure area produced several tornadoes in central and northeast South Dakota. These tornadoes were associated with a rare October line of thunderstorms that developed along a front. The tornadoes primarily occurred between 3:00 and 4:30 pm in Roberts County, South Dakota. A wake low developed behind the thunderstorms, with 55 to 60 mph gusts reported in central South Dakota.",A trained spotter reported a tornado/waterspout on Big Stone Lake.,CSV
52851,163983,989974,SOUTH DAKOTA,2021,October,Tornado,10/13/21 12:16,,,Emergency Manager,,SE,ONIDA MUNI ARPT,1,ONIDA MUNI ARPT,44.69,-100.09,44.6919,-100.0858,"An intense surface low pressure area produced several tornadoes in central and northeast South Dakota. These tornadoes were associated with a rare October line of thunderstorms that developed along a front. The tornadoes primarily occurred between 3:00 and 4:30 pm in Roberts County, South Dakota. A wake low developed behind the thunderstorms, with 55 to 60 mph gusts reported in central South Dakota.",A tornado made very brief contact with the ground causing no damage.,CSV
52936,161725,977809,WASHINGTON,2021,September,Tornado,9/27/21 18:21,40.00K,,NWS Storm Survey,,ENE,DOLLAR CORNER,1,HEISSON,45.7804,-122.5982,45.8105,-122.5229,"On the evening of Monday September 27, 2021 showers in the area were quite active as a cool upper trough moved into the region. One storm cell produced an EF-0 tornado in Battle Ground, WA.","An EF-0 tornado with estimated winds of 85 mph (DI:28 ,DOD:3) began near the intersection of NE 72nd Avenue and State Highway 502 at 45.7804 latitude, -122.5982 longitude. The tornado tracked in a northeast direction, ending up near NE 259th St. and NE 147th Ave at 45.8105 latitude and -122.5229 longitude.  The tornado path was about 240 yards wide with a track length of about 3.9 miles. The estimated start and end time of the tornado is 1806PST and 1821PST.  No injuries or fatalities were reported. The majority of the damage was to trees that were uprooted or snapped. Other damage included a tree that fell on an RV, and fences damaged by toppled trees.",CSV
52964,163071,984626,WISCONSIN,2021,September,Tornado,9/20/21 17:11,450.00K,0.00K,Law Enforcement,,ESE,RUSSELL,3,STRUM VIKING FLD ARP,44.423,-91.4507,44.5185,-91.3424,"A line of storms rolled across western Wisconsin during the late afternoon and evening of September 20th ahead of a cold front. These storms produced an EF1 tornado that moved across rural areas of northern Trempealeau County. The tornado flipped a semi as it crossed State Highway 93 injuring the driver and then went on to destroy several farm outbuildings and damaged two homes south of Strum (Trempealeau County). The storms also blew down trees near Mindoro (La Crosse County), White Creek (Adams County) and Friendship (Adams County) and removed the roof off a shed west of Bloom City (Richland County).","An EF1 tornado touched down north of Independence and moved northeast for eight miles before dissipating south of Strum. Along the path of the tornado, several farm outbuildings were damaged or destroyed with a couple of houses also sustaining damage. As the tornado crossed State Highway 93 it flipped over a semi with the driver sustaining some injuries.",CSV
53125,163876,989254,LOUISIANA,2021,October,Tornado,10/27/21 9:38,5.00K,0.00K,NWS Storm Survey,,W,HELME,8,BANCROFT,30.4258,-93.6528,30.4525,-93.6486,A vigorous system moved through the region during the 27th spawning a few tornadoes and severe thunderstorms.,"A tornado touched down along and near Hwy 109 in western Beauregard Parish, snapping or uprooting several trees. Max estimated winds were 110 MPH.",CSV
53126,163876,989253,LOUISIANA,2021,October,Tornado,10/27/21 11:23,2.50M,0.00K,NWS Storm Survey,,WNW,(LCH)LK CHARLES MUNI,2,(LCH)LK CHARLES MUNI,30.1518,-93.2668,30.1509,-93.23,A vigorous system moved through the region during the 27th spawning a few tornadoes and severe thunderstorms.,A tornado touched down west of Elliott Road and traveled east parallel to and south of Ham Reid Road causing significant structural damage to around a dozen homes and minor damage to several more in the neighborhood. Reports from Calcasieu sheriff indicated a woman was injured when a window was blown into their home. A second person suffered a deep laceration to the leg as a result of blowing debris. The tornado weakened as it crossed Lake street and lifted as it passed along Aberdeen Drive. Max estimated wind speed was 130 MPH.,CSV
53362,163300,989277,INDIANA,2021,October,Tornado,10/15/21 21:41,,0.00K,NWS Storm Survey,,W,LEXINGTON,0,LEXINGTON,38.6491,-85.6355,38.6525,-85.6248,"During the night, an area of thunderstorms ahead of a cold front, worked its way east through southern Indiana. The environment became more stable and only marginal shear remained. The environment was looking less favorable for severe weather, but a storm on the leading edge of a storm cluster generated its own shear between the northern edge of outflow dominant storms to the south and the environmental winds ahead of the storm. This resulted in a series of isolated quick spin-up type tornadoes that caused isolated damage in Washington and Scott Counties.","The National Weather Service in Louisville conducted a storm damage  survey across Scott county, Indiana. The survey team found damage consistent with 80 mph winds in Lexington, Indiana. The tornado began at the Lexington cemetery and continued all the way to the Lexington fire and rescue. The tornado uprooted, twisted, and snapped numerous trees at the cemetery with the trees falling in a northerly, northeasterly, southeasterly, and southwesterly direction. This is where the widest part of the tornado was observed with approximately a 75 yard width.||Several trees were snapped along Charlestown Road with more significant damage along South Stuard Street. A couple of homes had shingle damage and loose items such as gas cans and garden decorations that were thrown 50 yards.||Power crews were working feverishly to restore power all along South Mulberry Street, where trees were thrown in multiple directions and across power lines. Power company workers said that several of the power poles were snapped or cracked.||The tornado continued along South Cherry St. with a very narrow path of only 40 to 50 yards, and lifted around the Lexington Fire and Rescue. Several witnesses told us that they heard windows being opened up and a distinct roar in the air.",CSV
53363,163300,988696,INDIANA,2021,October,Tornado,10/15/21 21:15,,0.00K,NWS Storm Survey,,WNW,BLUE RIVER,2,BLUE RIVER,38.543,-85.9602,38.5456,-85.9033,"During the night, an area of thunderstorms ahead of a cold front, worked its way east through southern Indiana. The environment became more stable and only marginal shear remained. The environment was looking less favorable for severe weather, but a storm on the leading edge of a storm cluster generated its own shear between the northern edge of outflow dominant storms to the south and the environmental winds ahead of the storm. This resulted in a series of isolated quick spin-up type tornadoes that caused isolated damage in Washington and Scott Counties.","The National Weather Service conducted two storm damage assessment surveys across eastern Washington County Indiana, from storms Friday evening October 15 around 1015 pm. The second survey came about from new reports of damage along the Blue River east of New Pekin. ||The initial touchdown was just west of Bethel Church Road near the Blue River. This consisted of concentrated softwood and some hardwood tree damage.  Drone imagery showed more significant amounts of tree damage, with many maple, elm, and cedar trees uprooted and twisted. Fallen trees were facing in a north, northeasterly, easterly, and southeasterly direction.  Wind speeds of 80 mph were fairly consistent within the track with a width of 70 yards.||The tornado lifted from time to time and was intermittent along the entire path.||The survey team found winds of 70 to 75 mph in a cyclonic manner across a very small portion of eastern Washington County near Pine Hill Lake.  A very narrow area of tree and roof damage occurred just southwest of the lake with a width of 60 yards.  Most of the tree damage happened at 30 to 70 feet off the ground.||Trees were facing to the north, northeast, and easterly direction. One car port had significant damage from large, 4-inch oak limbs falling on it.  Minor roof damage occurred, including shingles and large limbs falling on a few homes. One tree fell on a homeowner's pick-up truck, resulting in significant damage.||More substantial wind damage occurred at 10850 East Blue River Road. A large jacuzzi was picked up and thrown 10 yards. The hot tub was not full of water but weighed a substantial amount. Cedar trees were snapped and twisted and numerous maple and sycamore trees were uprooted, snapped and twisted all across the property.||Drone footage showed trees going in multiple directions, especially from the north through southeasterly directions. Trees that were leaning were facing generally to the south.  Wind speeds of 80 mph were fairly consistent within the track with a width of 70 yards. ||The tornado lifted on the very back edge of the wooded property at 10850 East Blue River Road. Overlaying radar imagery with the damage track showed that the damage was consistent around a cyclonic swirl, on a line segment within some heavy rain bands.",CSV
53393,163876,989256,LOUISIANA,2021,October,Tornado,10/27/21 11:29,1.00M,0.00K,NWS Storm Survey,,WSW,CHENNAULT INDUS AIRP,1,CHENNAULT INDUS AIRP,30.2078,-93.1775,30.2031,-93.163,A vigorous system moved through the region during the 27th spawning a few tornadoes and severe thunderstorms.,"The tornado began on Industrial Ave off of Hwy 14. Two large warehouse-sized buildings has sections of their roof and wall collapse. Damage continued on the other side of I-210, where some trees were snapped off of East Prien Lake Road. One person was injured when a window blew in. Max estimated winds were 105 MPH.",CSV
53395,163875,989264,TEXAS,2021,October,Tornado,10/27/21 7:55,150.00K,0.00K,NWS Storm Survey,,N,FT ACRES,1,FT ACRES,29.9036,-94.0196,29.9077,-94.0168,A vigorous storm system moved through Southeast Texas spawning tornadoes and severe weather.,A brief tornado started just west of Nick Ave in Port Acres where there was damage to out buildings and caused some roof damage to homes. The tornado moved northeast crossing Silver Ave then curved north northeast crossing 63 street before dissipating near 64th Street. Numerous limbs were blown down. Max estimated winds were 80 MPH.,CSV
53396,163875,989261,TEXAS,2021,October,Tornado,10/27/21 8:39,2.00M,0.00K,NWS Storm Survey,,SSW,PEVETO,1,PEVETO,30.1108,-93.8337,30.1326,-93.8101,A vigorous storm system moved through Southeast Texas spawning tornadoes and severe weather.,"A tornado touched down south of Old Hwy 90 near the Hwy 62 exit on I-10, severely damaging a brick home. A large building in the backyard was destroyed, an RV was tossed 25 yards, a truck flipped over, and 3 other vehicles were pushed out of the driveway. An ATV stored in the building in the backyard was picked up by the tornado and tossed across I-10. Further to the north on Hwy 62 at the TX DOT office, large warehouses in the back had the overhead doors blown in. Max estimated winds were 130 MPH.",CSV
53397,163875,989262,TEXAS,2021,October,Tornado,10/27/21 8:55,3.00M,0.00K,NWS Storm Survey,,WNW,LITTLE CYPRESS,2,MULFORD,30.1772,-93.8033,30.2448,-93.7762,A vigorous storm system moved through Southeast Texas spawning tornadoes and severe weather.,"A large tornado began near Hwy 1130, flipping a double wide mobile home that was tied down. A woman inside was critically injured. Other homes along Hwy 1130 had trees fall on them, roofs ripped off, and wind blown debris damage. The tornado continued north on South Teal Road, blowing down trees. Along Hudnall Road, several homes and garages lost their roofs. The tornado turned a little to the northeast, and hit the Woodland Ridge Acres subdivision off of Hwy 87, blowing down more trees. Max estimated wind speed was 130 MPH. The tornado continued into Newton County.",CSV
53398,163875,989263,TEXAS,2021,October,Tornado,10/27/21 8:59,850.00K,0.00K,NWS Storm Survey,,WSW,HARTBURG,2,HARTBURG,30.2448,-93.7762,30.2715,-93.7654,A vigorous storm system moved through Southeast Texas spawning tornadoes and severe weather.,"This tornado crossed from Orange County into Newton County, damaging|several homes and garages in Hartburg. Max estimated wind speed was 130 MPH.",CSV
53440,162634,981932,ARKANSAS,2021,October,Tornado,10/15/21 4:28,100.00K,0.00K,NWS Storm Survey,,S,SUNSET,4,SUNSET,35.807,-94.029,35.816,-93.962,"A cluster of strong to severe thunderstorms developed during the late evening of the 14th over central Oklahoma ahead of an approaching cold front. These thunderstorms remained organized and moved through northwestern Arkansas during the early morning hours of the 15th. The strongest storms produced damaging wind gusts, and a tornado.","This is the first segment of a two segment tornado. The tornado developed east of Winslow, just to the west of Winfrey Valley Road, where a barn was damaged, a few trees were uprooted, and large tree limbs were snapped. The tornado moved just north of east along Sunset Road where a mobile home was shifted off its foundation and windows were broken, a chicken house was destroyed, and trees were snapped or uprooted. The tornado then moved across heavily wooded terrain that was inaccessible by road to the Madison County line, beyond which it continued. Based on this damage, maximum estimated wind in this segment of the tornado was 95 to 105 mph.",CSV
53471,163989,991487,MISSOURI,2021,October,Tornado,10/24/21 14:37,20.00K,,NWS Storm Survey,,SW,PATTONSBURG,3,PATTONSBURG,40.0218,-94.1748,40.0233,-94.173,"On the afternoon of October 24, 2021, several tornadoes formed across northern Missouri. These tornadoes produced some isolated damage, but mostly remained over open territory. The most impactful tornado formed near Chillicothe, and went on to produce EF-2 damage in Purdin, Missouri. There were no reported injuries from these tornadoes despite the visible heavy damage in certain locations.",A weak and brief tornado formed in Daviess County that destroyed an outbuilding at a residential farm in a rural area. NWS survey also indicated a grain bin caved in at the property.,CSV
